Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason,tenure_duration,revenue_per_month,revenue_per_month_missing,revenue_deviation,revenue_deviation_missing
9142-XMYJH,Female,46,No,No,No,No,0,United States,California,Fresno,93721,36.732694,-119.783786,6848,Q3,No,0,29,,Yes,2.76,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.35,601.6,0.0,0,80.03999999999999,681.64,5,Stayed,No,49,5227,,,24-36 (2-3 Years),23.504827586206897,0,1.214719771896997,0
2649-HWLYB,Male,45,No,No,Yes,No,0,United States,California,Fresno,93727,36.751489,-119.68072,54701,Q3,Yes,2,65,Offer B,Yes,21.58,Yes,Yes,DSL,13,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,76.15,4929.55,0.0,0,1402.6999999999998,6332.25,4,Stayed,No,46,6177,,,60-72 (5-6 Years),97.41923076923077,0,1.279307035708874,0
5214-CHIWJ,Male,44,No,No,No,No,0,United States,California,Fresno,93728,36.757345,-119.818274,16346,Q3,No,0,27,,Yes,21.66,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,595.05,0.0,0,584.82,1179.87,5,Stayed,No,71,3159,,,24-36 (2-3 Years),43.69888888888889,0,2.152654625068418,0
2465-BLLEU,Male,31,No,No,No,No,0,United States,California,Salinas,93906,36.722898,-121.633648,53946,Q3,No,0,1,Offer E,Yes,10.22,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.75,19.75,0.0,0,10.22,29.97,5,Joined,No,33,4441,,,0-12 (~1 Year),29.97,0,1.5174683544303798,0
1685-VAYJF,Male,44,No,No,No,No,0,United States,California,Salinas,93907,36.77462,-121.664714,22292,Q3,No,0,11,Offer D,Yes,40.59,No,Yes,DSL,22,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,45.2,492.0,0.0,150,446.49,1088.49,5,Stayed,No,39,5253,,,0-12 (~1 Year),98.95363636363636,0,2.1892397425583265,0
8874-EJNSR,Male,64,No,No,Yes,Yes,2,United States,California,Salinas,93908,36.624338,-121.615669,13027,Q3,Yes,8,39,,Yes,20.49,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.2,987.95,0.0,0,799.1099999999999,1787.06,5,Stayed,No,65,5453,,,36-48 (3-4 Years),45.822051282051284,0,1.8183353683353685,0
5049-MUBWG,Male,24,Yes,No,No,No,0,United States,California,Carmel By The Sea,93921,36.554618,-121.922239,2966,Q3,No,0,26,,Yes,49.61,No,Yes,DSL,76,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75.0,1908.35,0.0,0,1289.86,3198.21,3,Stayed,No,79,4705,,,24-36 (2-3 Years),123.00807692307693,0,1.6401076923076923,0
0769-MURVM,Female,44,No,No,Yes,Yes,2,United States,California,Carmel Valley,93924,36.414611,-121.6386,6691,Q3,Yes,5,72,Offer A,No,0.0,No,Yes,Cable,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,65.7,4575.35,0.0,0,0.0,4575.35,3,Stayed,No,52,6187,,,,63.54652777777778,0,0.9672226450194487,0
9253-VIFJQ,Male,50,No,No,Yes,No,0,United States,California,Chualar,93925,36.596271,-121.442274,1140,Q3,Yes,6,65,Offer B,Yes,39.49,Yes,Yes,DSL,18,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,67.05,4309.55,0.0,0,2566.85,6876.4,3,Stayed,No,52,5224,,,60-72 (5-6 Years),105.79076923076923,0,1.5777892502724717,0
7030-FZTFM,Male,31,No,No,Yes,Yes,1,United States,California,Gonzales,93926,36.52588,-121.396719,9023,Q3,Yes,5,72,Offer A,Yes,45.32,Yes,Yes,Fiber Optic,11,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,110.9,7922.75,0.0,130,3263.04,11315.79,4,Stayed,No,27,6444,,,,157.16375000000002,0,1.4171663660955818,0
9741-YLNTD,Male,37,No,No,No,No,0,United States,California,Greenfield,93927,36.248708,-121.386617,14204,Q3,No,0,6,,Yes,43.37,Yes,Yes,Fiber Optic,12,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.95,522.35,0.0,0,260.21999999999997,782.5699999999999,3,Stayed,No,47,2684,,,0-12 (~1 Year),130.4283333333333,0,1.4829827553534203,0
5120-ZBLAI,Female,40,No,No,Yes,No,0,United States,California,King City,93930,36.220761,-120.980777,14477,Q3,Yes,5,50,Offer B,Yes,9.47,Yes,Yes,DSL,28,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,75.7,3876.2,0.0,0,473.50000000000006,4349.7,5,Stayed,No,75,6144,,,48-60 (4-5 Years),86.994,0,1.1491941875825626,0
1194-BHJYC,Male,22,Yes,No,Yes,No,0,United States,California,Lockwood,93932,35.989792,-121.055933,538,Q3,Yes,1,61,Offer B,No,0.0,No,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,62.15,3778.85,0.0,0,0.0,3778.85,3,Stayed,No,59,6427,,,60-72 (5-6 Years),61.9483606557377,0,0.9967556018622318,0
0906-QVPMS,Male,29,Yes,No,Yes,No,0,United States,California,Monterey,93940,36.362741,-121.869685,32857,Q3,Yes,4,72,Offer A,Yes,35.71,Yes,Yes,Fiber Optic,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.15,8349.45,0.0,0,2571.12,10920.57,4,Stayed,No,26,5398,,,,151.67458333333332,0,1.3171913446229553,0
1905-OEILC,Female,42,No,No,No,No,0,United States,California,Pebble Beach,93953,36.587497,-121.944815,4602,Q3,No,0,1,Offer E,Yes,20.11,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.5,19.5,0.0,0,20.11,39.61,5,Joined,No,33,3107,,,0-12 (~1 Year),39.61,0,2.031282051282051,0
7858-GTZSP,Female,33,No,No,No,No,0,United States,California,San Lucas,93954,36.125529,-120.864443,521,Q3,No,0,12,Offer D,Yes,18.75,Yes,Yes,Fiber Optic,25,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.55,1066.9,0.0,110,225.0,1401.9,5,Stayed,No,71,2061,,,12-24 (1-2 Years),116.825,0,1.3497978047371462,0
6248-BSHKG,Male,42,No,No,Yes,Yes,3,United States,California,Soledad,93960,36.414216,-121.360597,13003,Q3,Yes,7,61,Offer B,Yes,31.49,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.4,1226.45,0.0,0,1920.89,3147.34,3,Stayed,No,77,5897,,,60-72 (5-6 Years),51.59573770491804,0,2.529202828672453,0
4685-TFLLS,Male,39,No,No,Yes,Yes,3,United States,California,Spreckels,93962,36.624641,-121.647195,407,Q3,Yes,1,18,Offer D,Yes,45.18,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.8,342.3,0.0,0,813.24,1155.54,5,Stayed,No,74,4808,,,12-24 (1-2 Years),64.19666666666666,0,3.2422558922558915,0
3470-BTGQO,Male,60,No,No,No,Yes,2,United States,California,Belmont,94002,37.509366,-122.306132,25566,Q3,No,0,21,Offer D,Yes,19.57,No,Yes,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.65,985.05,0.0,0,410.97,1396.02,4,Stayed,No,39,5731,,,12-24 (1-2 Years),66.47714285714285,0,1.456235330934126,0
1209-VFFOC,Male,47,No,No,Yes,Yes,2,United States,California,Brisbane,94005,37.684694,-122.40712,3635,Q3,Yes,10,68,Offer A,No,0.0,No,Yes,DSL,19,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,56.4,3948.45,0.0,0,0.0,3948.45,3,Stayed,No,59,4556,,,60-72 (5-6 Years),58.065441176470586,0,1.029529098873592,0
4553-DVPZG,Female,30,No,No,Yes,No,0,United States,California,Daly City,94015,37.680844,-122.48131,63337,Q3,Yes,10,62,Offer B,Yes,15.06,Yes,Yes,Fiber Optic,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,6164.7,0.0,0,933.72,7098.42,5,Stayed,No,77,5049,,,60-72 (5-6 Years),114.49064516129032,0,1.1296560943393223,0
6917-IAYHD,Male,44,No,No,No,Yes,1,United States,California,La Honda,94020,37.285677,-122.224165,1622,Q3,No,0,1,Offer E,No,0.0,No,Yes,Cable,19,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,33.6,33.6,0.0,50,0.0,83.6,5,Joined,No,27,4369,,,0-12 (~1 Year),83.6,0,2.4880952380952377,0
8620-RJPZN,Female,27,Yes,No,No,No,0,United States,California,Los Altos,94022,37.349546,-122.134356,18486,Q3,No,0,1,,Yes,45.86,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.7,20.7,0.0,0,45.86,66.56,5,Joined,No,68,3061,,,0-12 (~1 Year),66.56,0,3.215458937198068,0
7572-KPVKK,Male,44,No,No,No,Yes,1,United States,California,Los Altos,94024,37.352911,-122.093002,21496,Q3,No,0,62,Offer B,Yes,17.67,Yes,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.05,6590.5,0.0,0,1095.5400000000002,7686.04,4,Stayed,No,33,5900,,,60-72 (5-6 Years),123.9683870967742,0,1.1914309187580412,0
2642-MAWLJ,Female,26,Yes,No,Yes,Yes,2,United States,California,Menlo Park,94025,37.449551,-122.183762,39062,Q3,Yes,8,36,Offer C,Yes,42.51,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.25,717.95,0.0,0,1530.36,2248.31,5,Stayed,No,57,5272,,,36-48 (3-4 Years),62.45305555555555,0,3.0841015089163233,0
7103-ZGVNT,Female,59,No,No,Yes,Yes,3,United States,California,Portola Valley,94028,37.369709,-122.215844,6601,Q3,Yes,10,69,Offer A,Yes,7.84,Yes,Yes,Cable,21,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,73.7,4885.85,0.0,0,540.96,5426.81,4,Stayed,No,78,4268,,,60-72 (5-6 Years),78.64942028985507,0,1.067156313295184,0
2027-WKXMW,Female,49,No,No,Yes,No,0,United States,California,Montara,94037,37.540582,-122.509594,2346,Q3,Yes,10,63,Offer B,Yes,20.37,Yes,Yes,Fiber Optic,26,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.75,6871.7,0.0,0,1283.3100000000002,8155.01,5,Stayed,No,20,4582,,,60-72 (5-6 Years),129.44460317460317,0,1.1902952016055464,0
7137-NAXML,Male,63,No,No,No,No,0,United States,California,Moss Beach,94038,37.515556,-122.502311,3064,Q3,No,0,23,Offer D,Yes,26.37,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.15,405.6,0.0,0,606.51,1012.11,4,Stayed,No,63,4402,,,12-24 (1-2 Years),44.004782608695656,0,2.183860179091596,0
2428-ZMCTB,Male,24,Yes,No,No,No,0,United States,California,Mountain View,94040,37.380662,-122.086022,32143,Q3,No,0,10,Offer D,Yes,20.29,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,208.25,0.0,0,202.9,411.15,3,Stayed,No,62,3926,,,0-12 (~1 Year),41.114999999999995,0,2.081772151898734,0
2961-VNFKL,Female,42,No,No,Yes,No,0,United States,California,Mountain View,94041,37.388349,-122.075299,13483,Q3,Yes,2,71,Offer A,Yes,24.71,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.95,1801.9,0.0,0,1754.41,3556.3100000000004,5,Stayed,No,23,5072,,,60-72 (5-6 Years),50.08887323943662,0,1.9302070612499662,0
6963-KQYQB,Female,24,Yes,No,Yes,Yes,2,United States,California,Pacifica,94044,37.573633,-122.455167,38885,Q3,Yes,4,70,Offer A,Yes,4.27,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.05,1764.75,0.0,0,298.9,2063.65,5,Stayed,No,32,4722,,,60-72 (5-6 Years),29.48071428571429,0,1.225809325809326,0
5934-RMPOV,Female,32,No,No,No,Yes,2,United States,California,Pescadero,94060,37.22565,-122.297533,2055,Q3,No,0,22,Offer D,Yes,33.73,Yes,Yes,Fiber Optic,19,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1816.75,0.0,0,742.06,2558.81,3,Stayed,No,79,4240,,,12-24 (1-2 Years),116.30954545454546,0,1.3723840171627784,0
1207-BLKSA,Female,42,No,No,Yes,Yes,2,United States,California,Redwood City,94061,37.461251,-122.235414,35737,Q3,Yes,1,52,,Yes,19.21,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,23.05,1255.1,0.0,0,998.92,2254.02,3,Stayed,No,34,4922,,,48-60 (4-5 Years),43.34653846153846,0,1.8805439679626228,0
8316-BBQAY,Female,45,No,No,No,No,0,United States,California,Redwood City,94063,37.499411,-122.196318,32368,Q3,No,0,65,,No,0.0,No,Yes,Cable,22,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.95,3921.1,0.0,0,0.0,3921.1,3,Stayed,No,74,6251,,,60-72 (5-6 Years),60.324615384615385,0,1.0062487970744851,0
1166-PQLGG,Female,58,No,No,Yes,Yes,1,United States,California,Redwood City,94065,37.527497,-122.230941,10658,Q3,Yes,6,72,,Yes,17.33,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.55,1463.45,0.0,0,1247.7599999999998,2711.21,3,Stayed,No,68,4424,,,,37.65569444444444,0,1.9261224779766977,0
3146-JTQHR,Male,23,Yes,No,Yes,No,0,United States,California,San Bruno,94066,37.624436,-122.430661,39566,Q3,Yes,3,10,Offer D,Yes,39.35,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.6,189.45,0.0,0,393.5,582.95,5,Stayed,No,57,3778,,,0-12 (~1 Year),58.295,0,2.974234693877551,0
4291-YZODP,Female,56,No,No,No,Yes,3,United States,California,San Carlos,94070,37.497915,-122.267361,28098,Q3,No,0,7,Offer E,Yes,49.66,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,96.8,0.0,0,347.62,444.42,5,Stayed,No,62,3810,,,0-12 (~1 Year),63.48857142857143,0,3.166512290701817,0
6427-FEFIG,Female,63,No,No,Yes,Yes,3,United States,California,South San Francisco,94080,37.654436,-122.426468,60599,Q3,Yes,8,24,Offer C,Yes,21.43,Yes,Yes,DSL,56,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,78.6,1846.65,0.0,0,514.3199999999999,2360.9700000000003,4,Stayed,No,30,2939,,,24-36 (2-3 Years),98.37375000000002,0,1.2515744274809164,0
0017-IUDMW,Female,25,Yes,No,Yes,Yes,2,United States,California,Sunnyvale,94086,37.378541,-122.020456,64010,Q3,Yes,2,72,,Yes,16.01,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.8,8456.75,0.0,0,1152.72,9609.47,3,Stayed,No,52,6252,,,,133.4648611111111,0,1.1426786054033484,0
8706-HRADD,Male,29,Yes,No,No,No,0,United States,California,Sunnyvale,94087,37.3511,-122.037311,50070,Q3,No,0,21,Offer D,No,0.0,No,Yes,DSL,26,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,43.55,1011.5,0.0,0,0.0,1011.5,4,Stayed,No,63,5808,,,12-24 (1-2 Years),48.166666666666664,0,1.1060084194412554,0
9955-QOPOY,Male,23,Yes,No,Yes,No,0,United States,California,Sunnyvale,94089,37.421633,-122.009613,16985,Q3,Yes,7,69,,No,0.0,No,Yes,DSL,42,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,60.8,4263.4,0.0,0,0.0,4263.4,4,Stayed,No,63,5683,,,60-72 (5-6 Years),61.78840579710145,0,1.0162566742944317,0
4385-ZKVNW,Male,58,No,No,Yes,Yes,3,United States,California,San Francisco,94102,37.7795,-122.419233,28998,Q3,Yes,4,44,,Yes,46.54,No,Yes,DSL,52,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.9,2549.1,0.0,130,2047.76,4726.86,4,Stayed,No,21,4412,,,36-48 (3-4 Years),107.42863636363636,0,1.9568057625434674,0
9031-ZVQPT,Male,21,Yes,No,Yes,No,0,United States,California,San Francisco,94109,37.794487,-122.42227,56330,Q3,Yes,10,72,,Yes,14.19,Yes,Yes,Fiber Optic,71,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.2,7840.6,0.0,0,1021.68,8862.28,4,Stayed,No,57,4773,,,,123.08722222222224,0,1.137589854179503,0
2990-IAJSV,Male,55,No,No,No,No,0,United States,California,San Francisco,94110,37.750021,-122.415201,74641,Q3,No,0,72,,Yes,45.41,Yes,Yes,Cable,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,92.0,6632.75,0.0,0,3269.5199999999995,9902.27,3,Stayed,No,68,4200,,,,137.5315277777778,0,1.4949079106280194,0
9027-YFHQJ,Male,26,Yes,No,No,No,0,United States,California,San Francisco,94112,37.720498,-122.443119,73117,Q3,No,0,7,Offer E,Yes,45.13,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.05,152.95,0.0,0,315.91,468.86,5,Stayed,No,54,4868,,,0-12 (~1 Year),66.98,0,2.6738522954091817,0
5176-LDKUH,Female,64,No,No,No,No,0,United States,California,San Francisco,94114,37.758085,-122.434801,30587,Q3,No,0,48,,Yes,41.26,No,Yes,Fiber Optic,23,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,75.15,3772.65,0.0,0,1980.48,5753.13,4,Stayed,No,75,3345,,,48-60 (4-5 Years),119.856875,0,1.594901862940785,0
4644-OBGFZ,Male,43,No,No,Yes,Yes,3,United States,California,San Francisco,94115,37.786031,-122.437301,33122,Q3,Yes,5,55,,Yes,36.23,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.5,1026.35,0.0,0,1992.65,3019.0,4,Stayed,No,64,5067,,,48-60 (4-5 Years),54.89090909090909,0,2.8149184149184148,0
7926-IJOOU,Male,50,No,No,No,No,0,United States,California,San Francisco,94116,37.74441,-122.486764,42959,Q3,No,0,1,Offer E,Yes,16.36,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.3,19.3,0.0,0,16.36,35.66,5,Joined,No,47,5626,,,0-12 (~1 Year),35.66,0,1.8476683937823832,0
6480-YAGIY,Male,57,No,No,No,No,0,United States,California,San Francisco,94117,37.770533,-122.445121,38756,Q3,No,0,45,,Yes,28.72,No,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,112.2,5031.85,0.0,0,1292.4,6324.25,3,Stayed,No,74,3091,,,36-48 (3-4 Years),140.5388888888889,0,1.2525747672806495,0
4029-HPFVY,Male,35,No,No,No,No,0,United States,California,San Francisco,94118,37.781304,-122.461522,38955,Q3,No,0,3,,Yes,9.74,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.3,220.4,0.0,0,29.22,249.62,4,Joined,No,67,4275,,,0-12 (~1 Year),83.20666666666666,0,1.1835941204362257,0
7602-DBTOU,Female,46,No,No,Yes,No,0,United States,California,San Francisco,94121,37.776718,-122.495781,42476,Q3,Yes,2,71,,Yes,37.83,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.6,1416.5,0.0,0,2685.93,4102.43,4,Stayed,No,20,4890,,,60-72 (5-6 Years),57.78070422535212,0,2.947995113538373,0
5345-BMKWB,Male,29,Yes,No,Yes,No,0,United States,California,San Francisco,94122,37.760412,-122.484966,55504,Q3,Yes,9,8,,Yes,4.98,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,158.35,0.0,0,39.84,198.19,4,Stayed,No,24,4964,,,0-12 (~1 Year),24.77375,0,1.223395061728395,0
5457-COLHT,Male,48,No,No,Yes,Yes,3,United States,California,San Francisco,94124,37.731505,-122.384532,33177,Q3,Yes,5,69,,Yes,40.36,No,Yes,Cable,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.65,5542.55,0.0,0,2784.84,8327.39,3,Stayed,No,41,4618,,,60-72 (5-6 Years),120.6868115942029,0,1.4964266781674258,0
7998-WNZEM,Male,51,No,No,No,No,0,United States,California,San Francisco,94131,37.746699,-122.442833,27906,Q3,No,0,71,,Yes,12.27,Yes,Yes,DSL,21,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.6,5708.2,0.0,0,871.17,6579.37,4,Stayed,No,47,5447,,,60-72 (5-6 Years),92.66718309859155,0,1.1497169118931956,0
4664-NJCMS,Female,52,No,No,Yes,No,0,United States,California,San Francisco,94133,37.802071,-122.411004,26831,Q3,Yes,7,33,Offer C,No,0.0,No,Yes,DSL,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,59.55,2016.3,0.0,0,0.0,2016.3,3,Stayed,No,68,5980,,,24-36 (2-3 Years),61.1,0,1.0260285474391269,0
0307-BCOPK,Female,62,No,No,No,No,0,United States,California,San Francisco,94134,37.721052,-122.413573,40137,Q3,No,0,16,Offer D,Yes,41.51,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.05,326.65,0.0,0,664.16,990.81,5,Stayed,No,60,4336,,,12-24 (1-2 Years),61.925625,0,3.2506889763779525,0
2542-HYGIQ,Female,58,No,No,No,No,0,United States,California,Palo Alto,94303,37.45809,-122.115398,45499,Q3,No,0,1,,Yes,38.84,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,19.95,0.0,0,38.84,58.790000000000006,5,Joined,No,48,2732,,,0-12 (~1 Year),58.790000000000006,0,2.9468671679198,0
5016-LIPDW,Male,45,No,No,Yes,Yes,2,United States,California,Stanford,94305,37.424342,-122.165641,13386,Q3,Yes,1,57,,Yes,41.56,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.4,1061.6,0.0,0,2368.92,3430.52,5,Stayed,No,53,4194,,,48-60 (4-5 Years),60.18456140350877,0,3.102296979562308,0
6481-LXPWL,Male,61,No,No,Yes,Yes,1,United States,California,Palo Alto,94306,37.416159,-122.131337,24492,Q3,Yes,1,56,,No,0.0,No,Yes,DSL,28,No,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card,36.1,1971.5,0.0,60,0.0,2031.5,3,Stayed,No,38,5092,,,48-60 (4-5 Years),36.276785714285715,0,1.0048971111990503,0
6124-ACRHJ,Female,59,No,No,No,No,0,United States,California,San Mateo,94403,37.538309,-122.305109,37926,Q3,No,0,1,,Yes,41.28,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,19.75,0.0,0,41.28,61.03,5,Joined,No,32,4099,,,0-12 (~1 Year),61.03,0,3.090126582278481,0
9362-MWODR,Female,63,No,No,No,Yes,1,United States,California,San Mateo,94404,37.556094,-122.272437,31882,Q3,No,0,40,,Yes,20.13,No,Yes,DSL,10,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,64.1,2460.35,0.0,0,805.1999999999999,3265.5499999999997,3,Stayed,No,79,5056,,,36-48 (3-4 Years),81.63874999999999,0,1.2736154446177845,0
9975-GPKZU,Male,62,No,No,Yes,Yes,3,United States,California,Alameda,94501,37.774633,-122.274434,58555,Q3,No,0,46,,Yes,7.67,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.75,856.5,0.0,0,352.82,1209.32,4,Stayed,No,56,2610,,,36-48 (3-4 Years),26.289565217391303,0,1.3311172261970279,0
9625-RZFUK,Male,47,No,No,Yes,Yes,1,United States,California,Alameda,94502,37.724817,-122.224363,13996,Q3,No,0,63,,Yes,3.65,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,1275.85,0.0,0,229.95,1505.8,5,Stayed,No,63,4235,,,60-72 (5-6 Years),23.901587301587302,0,1.213278543227782,0
5153-LXKDT,Male,51,No,No,Yes,Yes,3,United States,California,Danville,94506,37.791481,-121.903253,19777,Q3,Yes,1,68,,Yes,18.47,Yes,Yes,Fiber Optic,75,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.2,7467.5,0.0,0,1255.96,8723.46,3,Stayed,No,37,4108,,,60-72 (5-6 Years),128.28617647058823,0,1.1641213835806554,0
5161-UBZXI,Male,38,No,No,Yes,Yes,2,United States,California,Alamo,94507,37.855717,-121.994813,15187,Q3,Yes,1,69,,Yes,42.9,No,Yes,Fiber Optic,24,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,106.35,7261.75,0.0,0,2960.1,10221.85,4,Stayed,No,58,6315,,,60-72 (5-6 Years),148.1427536231884,0,1.3929737059068024,0
1020-JPQOW,Female,63,No,No,Yes,No,0,United States,California,Angwin,94508,38.542448,-122.419923,3641,Q3,Yes,1,56,,Yes,2.8,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,90.55,5116.6,0.0,40,156.79999999999998,5313.400000000001,4,Stayed,No,63,6161,,,48-60 (4-5 Years),94.88214285714287,0,1.047842549499093,0
7919-ZODZZ,Female,32,No,No,Yes,Yes,2,United States,California,Antioch,94509,37.980057,-121.801599,90891,Q3,Yes,1,10,Offer D,Yes,42.0,No,Yes,DSL,14,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,65.9,660.05,0.0,0,420.0,1080.05,4,Stayed,No,78,5289,,,0-12 (~1 Year),108.005,0,1.6389226100151744,0
0565-JUPYD,Male,26,Yes,No,No,No,0,United States,California,Benicia,94510,38.113533,-122.11926,25578,Q3,No,0,63,,Yes,21.45,Yes,Yes,Fiber Optic,85,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,104.5,6590.8,0.0,0,1351.35,7942.15,4,Stayed,No,43,4908,,,60-72 (5-6 Years),126.06587301587301,0,1.2063719905825168,0
6867-ACCZI,Female,34,No,No,Yes,Yes,3,United States,California,Bethel Island,94511,38.050558,-121.646924,2379,Q3,Yes,1,24,Offer C,No,0.0,No,Yes,DSL,75,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,52.5,1208.15,0.0,0,0.0,1208.15,3,Stayed,No,47,3303,,,24-36 (2-3 Years),50.33958333333334,0,0.9588492063492065,0
